Unnamed: 0,REFERENCE: tag,REFERENCE: doi_x,FORMULA,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: ROM Young modulus (GPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,Internal Reference #,Original DOI,PROPERTY: Exp. Density (g/cm$^3$),Unnamed: 22,IDENTIFIER: Reference ID,REFERENCE: title,REFERENCE: year,REFERENCE: doi_y,REFERENCE: url,REFERENCE: doi,PROPERTY: BCC/FCC/other,PROPERTY: Processing method,PROPERTY: Microstructure,PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Calculated Young modulus (GPa)
334,69,10.1007/s10853-012-6260-2,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,S,HIP+A,,9.9,,C,600.0,675.0,,50.0,,,,,,,,,,,,53,Microstructure and elevated temperature properties of a refractory TaNbHfZrTi alloy,2012.0,10.1007/s10853-012-6260-2,http://dx.doi.org/10.1007/s10853-012-6260-2,10.1007/s10853-012-6260-2,BCC,OTHER,BCC,9.9,111
335,69,10.1007/s10853-012-6260-2,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,S,HIP+A,,9.9,,C,800.0,535.0,,50.0,,,,,,,,,,,,53,Microstructure and elevated temperature properties of a refractory TaNbHfZrTi alloy,2012.0,10.1007/s10853-012-6260-2,http://dx.doi.org/10.1007/s10853-012-6260-2,10.1007/s10853-012-6260-2,BCC,OTHER,BCC,9.9,111
336,69,10.1007/s10853-012-6260-2,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,S,HIP+A,,9.9,,C,1000.0,295.0,,50.0,,,,,,,,,,,,53,Microstructure and elevated temperature properties of a refractory TaNbHfZrTi alloy,2012.0,10.1007/s10853-012-6260-2,http://dx.doi.org/10.1007/s10853-012-6260-2,10.1007/s10853-012-6260-2,BCC,OTHER,BCC,9.9,111
337,69,10.1007/s10853-012-6260-2,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,S,HIP+A,,9.9,,C,1200.0,92.0,,50.0,,,,,,,,,,,,53,Microstructure and elevated temperature properties of a refractory TaNbHfZrTi alloy,2012.0,10.1007/s10853-012-6260-2,http://dx.doi.org/10.1007/s10853-012-6260-2,10.1007/s10853-012-6260-2,BCC,OTHER,BCC,9.9,111
338,71,10.1016/j.matlet.2014.05.134,Hf1 Nb1 Ti1 Zr1,BCC,S,AC,,8.4,,T,25.0,879.0,969.0,,14.9,92.0,,,,,plastic strain ,,,,,55,A refractory Hf25Nb25Ti25Zr25 high-entropy alloy with excellent structural stability and tensile properties,2014.0,10.1016/j.matlet.2014.05.134,http://dx.doi.org/10.1016/j.matlet.2014.05.134,10.1016/j.matlet.2014.05.134,BCC,CAST,BCC,8.2,92
339,72,10.3390/e18050189,Mo1 Nb1 Ta1 V1,BCC,S,A,200.0,10.7,504.0,C,25.0,1525.0,2400.0,21.0,,187.0,,,,,total elongation ,,,,,56,MoNbTaV Medium-Entropy Alloy,2016.0,10.3390/e18050189,http://dx.doi.org/10.3390/e18050189,10.3390/e18050189,BCC,ANNEAL,BCC,10.4,187
340,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 V1 W1,BCC,S,AC,80.0,12.4,536.0,C,25.0,1246.0,1270.0,2.0,,232.0,,,,,total elongation ,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,12.2,232
341,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 V1 W1,BCC,S,AC,,12.4,,C,600.0,862.0,,13.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,12.2,232
342,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 V1 W1,BCC,S,AC,,12.4,,C,800.0,846.0,,17.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,12.2,232
343,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 V1 W1,BCC,S,AC,,12.4,,C,1000.0,842.0,,19.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,12.2,232
344,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 V1 W1,BCC,S,AC,,12.4,,C,1200.0,735.0,,7.5,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,12.2,232
345,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 V1 W1,BCC,S,AC,,12.4,,C,1400.0,656.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,12.2,232
346,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 V1 W1,BCC,S,AC,,12.4,,C,1600.0,477.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,12.2,232
347,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 W1,BCC,S,AC,200.0,13.7,454.0,C,25.0,1058.0,1211.0,2.0,,258.0,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,13.7,258
348,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 W1,BCC,S,AC,,13.8,,C,600.0,561.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,13.7,258
349,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 W1,BCC,S,AC,,13.8,,C,800.0,552.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,13.7,258
350,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 W1,BCC,S,AC,,13.8,,C,1000.0,548.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,13.7,258
351,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 W1,BCC,S,AC,,13.8,,C,1200.0,506.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,13.7,258
352,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 W1,BCC,S,AC,,13.8,,C,1400.0,421.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,13.7,258
353,73,10.1016/j.intermet.2011.01.004,Mo1 Nb1 Ta1 W1,BCC,S,AC,,13.8,,C,1600.0,405.0,,40.0,,,,,,,,,,,,57,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,2011.0,10.1016/j.intermet.2011.01.004,http://dx.doi.org/10.1016/j.intermet.2011.01.004,10.1016/j.intermet.2011.01.004,BCC,CAST,BCC,13.7,258
354,74,10.1016/j.matdes.2015.06.072,Mo0.3 Nb1 Ti1 V1 Zr1,BCC,S,A,,6.7,,C,25.0,1289.0,,,42.0,,,,,,not obvious which are annealed vs. as-cast; plastic strain ,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,6.7,120
355,74,10.1016/j.matdes.2015.06.072,Mo0.5 Nb1 Ti1 V1 Zr1,BCC,S,A,,6.8,,C,25.0,1473.0,,,32.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,6.9,129
356,74,10.1016/j.matdes.2015.06.072,Mo0.7 Nb1 Ti1 V1 Zr1,BCC,S,A,,7.0,,C,25.0,1706.0,,,32.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.0,138
357,74,10.1016/j.matdes.2015.06.072,Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,BCC,S,A,,7.3,,C,25.0,1496.0,,,30.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.4,159
358,74,10.1016/j.matdes.2015.06.072,Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,BCC,S,A,,7.4,,C,25.0,1603.0,,,20.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.5,166
359,74,10.1016/j.matdes.2015.06.072,Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,BCC,S,A,,7.5,,C,25.0,1645.0,,,15.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.6,171
360,74,10.1016/j.matdes.2015.06.072,Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,BCC,S,A,,7.6,,C,25.0,1765.0,,,12.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.7,179
361,74,10.1016/j.matdes.2015.06.072,Mo1 Nb1 Ti1 V1 Zr1,BCC,S,A,,7.1,,C,25.0,1779.0,,,32.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.2,149
362,74,10.1016/j.matdes.2015.06.072,Mo1 Nb1 Ti1 V0.3 Zr1,BCC,S,A,,7.3,,C,25.0,1455.0,,,25.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.4,153
363,74,10.1016/j.matdes.2015.06.072,Mo0.1 Nb1 Ti1 V0.3 Zr1,BCC,S,A,,6.6,,C,25.0,932.0,,,45.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,6.6,106
364,74,10.1016/j.matdes.2015.06.072,Mo0.3 Nb1 Ti1 V0.3 Zr1,BCC,S,A,,6.8,,C,25.0,1312.0,,,50.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,6.8,118
365,74,10.1016/j.matdes.2015.06.072,Mo0.5 Nb1 Ti1 V0.3 Zr1,BCC,S,A,,6.9,,C,25.0,1301.0,,,43.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.0,129
366,74,10.1016/j.matdes.2015.06.072,Mo0.7 Nb1 Ti1 V0.3 Zr1,BCC,S,A,,7.1,,C,25.0,1436.0,,,27.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.2,139
367,74,10.1016/j.matdes.2015.06.072,Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,BCC,S,A,,7.4,,C,25.0,1603.0,,,20.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.6,164
368,74,10.1016/j.matdes.2015.06.072,Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,BCC,S,A,,7.5,,C,25.0,1576.0,,,8.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,7.7,171
369,74,10.1016/j.matdes.2015.06.072,Nb1 Ti1 V0.3 Zr1,BCC,S,A,,6.5,,C,25.0,866.0,,,45.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,6.5,99
370,74,10.1016/j.matdes.2015.06.072,Nb1 Ti1 V1 Zr1,BCC,S,A,,6.5,,C,25.0,1104.0,,,50.0,,,,,,,,,,,58,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,2015.0,10.1016/j.matdes.2015.06.072,http://dx.doi.org/10.1016/j.matdes.2015.06.072,10.1016/j.matdes.2015.06.072,BCC,ANNEAL,BCC,6.4,104
371,75,10.1007/s11837-012-0366-5,Mo1 Nb1 Ti1 V0.25 Zr1,BCC,S,AC,,7.3,,C,25.0,1776.0,3893.0,30.0,,153.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,7.4,153
372,75,10.1007/s11837-012-0366-5,Mo1 Nb1 Ti1 V0.5 Zr1,BCC,S,AC,,7.2,,C,25.0,1647.0,3307.0,28.0,,152.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,7.3,152
373,75,10.1007/s11837-012-0366-5,Mo1 Nb1 Ti1 V0.75 Zr1,BCC,S,AC,,7.2,,C,25.0,1708.0,3929.0,29.0,,150.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,7.3,150
374,75,10.1007/s11837-012-0366-5,Mo1 Nb1 Ti1 V1 Zr1,BCC,S,AC,,7.1,,C,25.0,1786.0,3828.0,26.0,,149.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,7.2,149
375,75,10.1007/s11837-012-0366-5,Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,BCC,S,AC,,7.1,,C,25.0,1735.0,3300.0,20.0,,147.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,7.1,147
376,75,10.1007/s11837-012-0366-5,Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,BCC,S,AC,,7.0,,C,25.0,1538.0,3176.0,23.0,,146.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,7.0,146
377,75,10.1007/s11837-012-0366-5,Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,BCC,S,AC,,6.9,,C,25.0,1418.0,2508.0,24.0,,143.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,6.9,143
378,75,10.1007/s11837-012-0366-5,Mo1 Nb1 Ti1 Zr1,BCC,S,AC,,7.3,,C,25.0,1592.0,3450.0,34.0,,155.0,,,,,bridgeman solidfication,,,,,59,Alloy Design and Properties Optimization of High-Entropy Alloys,2012.0,10.1007/s11837-012-0366-5,http://dx.doi.org/10.1007/s11837-012-0366-5,10.1007/s11837-012-0366-5,BCC,CAST,BCC,7.5,154
379,77,10.1016/j.jallcom.2015.07.185,Co1 Fe1 Mo0.2 Ni1 V1,FCC+Im,M,AC,,8.0,267.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.1,
380,77,10.1016/j.jallcom.2015.07.185,Co1 Fe1 Mo0.4 Ni1 V1,FCC+Im,M,AC,,8.1,402.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.2,
381,77,10.1016/j.jallcom.2015.07.185,Co1 Fe1 Mo0.6 Ni1 V1,FCC+Im,M,AC,,8.2,557.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.3,
382,77,10.1016/j.jallcom.2015.07.185,Co1 Fe1 Mo0.8 Ni1 V1,FCC+Im,M,AC,,8.3,606.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.3,
383,77,10.1016/j.jallcom.2015.07.185,Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,FCC+Im,M,AC,,8.4,602.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.4,
384,77,10.1016/j.jallcom.2015.07.185,Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,FCC+Im,M,AC,,8.5,538.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.5,
385,77,10.1016/j.jallcom.2015.07.185,Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,FCC+Im,M,AC,,8.5,520.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.5,
386,77,10.1016/j.jallcom.2015.07.185,Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,FCC+Im,M,AC,,8.5,510.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.5,
387,77,10.1016/j.jallcom.2015.07.185,Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,FCC+Im,M,AC,,8.5,382.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.5,
388,77,10.1016/j.jallcom.2015.07.185,Co1 Fe1 Mo1 Ni1 V1,FCC+Im,M,AC,,8.4,625.0,,25.0,,,,,,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,other,CAST,FCC+Sec.,8.4,
389,77,10.1016/j.jallcom.2015.07.185,Co1 Fe1 Ni1 V1,FCC,S,AC,,7.8,238.0,,25.0,,,,,187.0,,,,,,,,,,60,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,2015.0,10.1016/j.jallcom.2015.07.185,http://dx.doi.org/10.1016/j.jallcom.2015.07.185,10.1016/j.jallcom.2015.07.185,FCC,CAST,FCC,7.9,187
390,78,10.1016/j.msea.2006.11.049,Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC,M,AC,,6.7,,C,25.0,1862.0,2431.0,1.0,,,164.0,,,,,,,,,61,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007.0,10.1016/j.msea.2006.11.049,http://dx.doi.org/10.1016/j.msea.2006.11.049,10.1016/j.msea.2006.11.049,other,CAST,FCC+BCC,7.4,
391,78,10.1016/j.msea.2006.11.049,Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC,S,AC,,6.1,,C,25.0,1465.0,2016.0,2.0,,,190.0,,,,,,,,,61,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007.0,10.1016/j.msea.2006.11.049,http://dx.doi.org/10.1016/j.msea.2006.11.049,10.1016/j.msea.2006.11.049,BCC,CAST,BCC,7.3,180
392,78,10.1016/j.msea.2006.11.049,Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC+Al3Ti,M,AC,,5.1,,C,25.0,1461.0,1461.0,1.0,,,163.0,,,,,,,,,61,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007.0,10.1016/j.msea.2006.11.049,http://dx.doi.org/10.1016/j.msea.2006.11.049,10.1016/j.msea.2006.11.049,other,CAST,BCC+Sec.,7.1,
393,78,10.1016/j.msea.2006.11.049,Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC+omega,M,AC,,7.3,,C,25.0,1312.0,1312.0,1.0,,,74.0,,,,,,,,,61,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007.0,10.1016/j.msea.2006.11.049,http://dx.doi.org/10.1016/j.msea.2006.11.049,10.1016/j.msea.2006.11.049,other,CAST,FCC+BCC+Sec.,7.5,
